,CensusTract,LowIncomeTracts_2010,LowIncomeTracts_2015,LowIncomeTracts_2019,LATracts_half_2010,LATracts_half_2015,LATracts_half_2019
638,17031510300,1,1,1,1,1,1
639,17031520100,1,1,1,1,0,1
640,17031520200,1,1,1,1,1,1
641,17031520300,1,1,1,1,1,0
642,17031520400,1,1,1,0,0,0
643,17031520500,0,0,1,1,1,1
644,17031520600,1,1,1,1,1,1
645,17031530100,1,1,1,1,1,1
646,17031530200,1,1,1,1,1,1
647,17031530300,1,1,1,0,0,0
648,17031530400,1,1,1,1,1,1
649,17031530501,1,1,1,1,1,1
650,17031530502,1,1,1,1,1,1
651,17031530503,0,1,1,1,1,1
652,17031530600,1,1,1,1,1,1
653,17031540101,1,1,1,1,1,1
654,17031540102,1,1,1,1,1,1
655,17031550100,0,1,1,1,1,1
656,17031550200,1,0,0,1,1,1
657,17031560100,1,1,0,1,1,1
658,17031560200,1,1,1,1,1,1
659,17031560300,1,1,1,1,1,1
660,17031560400,0,1,1,1,1,1
661,17031560700,1,0,0,0,0,0
662,17031560800,0,0,0,0,1,1
663,17031560900,0,0,0,1,1,1
664,17031561000,0,0,0,1,1,1
665,17031561100,0,0,0,1,1,1
666,17031570100,1,0,1,0,0,0
667,17031570200,0,0,1,0,0,0
668,17031570300,1,1,1,0,0,0
669,17031570400,1,1,1,0,0,0
670,17031570500,1,1,1,0,0,0
671,17031580100,1,1,1,1,1,1
672,17031580200,1,1,1,1,1,1
673,17031580300,1,1,1,1,0,0
674,17031580400,1,1,1,1,1,1
675,17031580501,1,1,1,1,0,0
676,17031580502,1,1,1,0,0,0
677,17031580600,1,1,1,1,1,1
678,17031580700,1,1,1,1,1,1
679,17031580800,1,1,1,1,1,1
680,17031590500,1,1,1,0,0,0
681,17031590600,1,1,1,0,0,0
682,17031590700,1,1,1,0,0,0
683,17031600400,1,1,1,0,0,0
684,17031600600,1,1,1,0,0,0
685,17031600700,1,1,1,0,0,0
686,17031600900,1,1,1,0,0,0
687,17031610300,1,1,1,0,0,0
688,17031610400,1,1,1,0,0,0
689,17031610800,0,0,1,0,0,0
690,17031611000,1,1,1,1,1,1
691,17031611100,1,1,1,0,1,1
692,17031611200,1,1,1,0,0,0
693,17031611300,1,1,1,0,0,0
694,17031611400,1,1,1,0,0,0
695,17031611500,1,1,1,0,0,0
696,17031611600,1,1,1,1,1,1
697,17031611700,1,1,1,0,0,0
698,17031611800,1,1,1,0,0,0
699,17031611900,1,1,1,1,1,1
700,17031612000,1,1,1,1,0,1
701,17031612100,1,1,1,1,1,1
702,17031620100,0,1,1,0,0,0
703,17031620200,1,1,1,0,0,1
704,17031620300,1,1,1,1,1,1
705,17031620400,1,1,0,0,0,0
706,17031630100,1,1,1,1,0,0
707,17031630200,1,1,1,1,0,1
708,17031630300,1,1,1,0,0,0
709,17031630400,1,1,1,0,0,0
710,17031630500,1,1,1,1,0,1
711,17031630800,1,1,1,0,0,0
712,17031630900,1,1,1,0,0,0
713,17031640100,1,1,1,0,0,0
714,17031640300,0,0,0,1,1,1
715,17031640400,0,0,0,0,0,0
716,17031640500,0,0,0,1,1,1
717,17031640600,1,1,1,1,1,1
718,17031640700,1,1,1,1,1,1
719,17031640800,0,1,1,0,0,0
720,17031650100,1,1,1,0,1,0
721,17031650200,1,1,1,0,0,0
722,17031650301,1,1,1,0,1,0
723,17031650302,0,1,1,0,1,0
724,17031650400,1,1,1,1,1,1
725,17031650500,0,0,0,1,0,1
726,17031660301,1,1,1,0,0,0
727,17031660302,1,1,1,0,0,0
728,17031660400,1,1,1,0,0,0
729,17031660500,1,1,1,0,0,0
730,17031660600,1,1,1,1,0,1
731,17031660700,1,1,1,1,0,1
732,17031660800,1,1,1,1,1,1
733,17031660900,1,1,1,1,0,1
734,17031661000,0,1,1,0,0,0
735,17031661100,0,1,1,1,1,1
736,17031670100,1,1,1,1,0,1
737,17031670200,1,1,1,1,0,1
738,17031670300,1,1,1,1,1,1
739,17031670400,1,1,1,1,1,1
740,17031670500,1,1,1,1,1,1
741,17031670600,1,1,1,1,1,1
742,17031670700,1,1,1,1,1,1
743,17031670800,1,1,1,1,1,1
744,17031670900,1,1,1,1,1,1
745,17031671100,1,1,1,1,1,1
746,17031671200,1,1,1,1,1,1
747,17031671300,1,1,1,1,1,1
748,17031671400,1,1,1,1,0,1
749,17031671500,1,1,1,1,0,1
750,17031671600,1,1,1,1,1,1
751,17031671800,1,1,1,0,0,0
752,17031671900,1,1,1,0,0,0
753,17031672000,1,1,1,0,0,1
754,17031680500,1,1,1,1,0,1
755,17031680600,1,1,1,1,1,1
756,17031680900,1,1,1,1,1,0
757,17031681000,1,1,1,0,0,1
758,17031681100,1,1,1,0,0,0
759,17031681200,1,1,1,1,0,0
760,17031681300,1,1,1,0,0,0
761,17031681400,1,1,1,0,0,0
762,17031690300,1,1,1,0,0,0
763,17031690400,1,1,1,0,0,0
764,17031690500,1,1,1,0,1,0
765,17031690900,1,1,1,0,1,0
766,17031691000,1,1,0,0,1,0
767,17031691100,1,1,1,0,0,0
768,17031691200,1,1,1,0,0,0
769,17031691300,1,1,1,0,0,0
770,17031691400,1,1,1,1,1,1
771,17031691500,1,1,1,1,1,1
772,17031700100,0,1,0,1,1,1
773,17031700200,1,1,0,1,1,1
774,17031700301,0,1,0,1,1,1
775,17031700302,0,0,0,1,1,1
776,17031700401,0,0,0,1,1,1
777,17031700402,0,0,1,1,1,1
778,17031700501,0,0,0,1,1,1
779,17031700502,0,0,0,0,1,1
780,17031710100,1,1,1,0,0,0
781,17031710200,1,1,1,1,0,0
782,17031710300,1,1,1,0,0,0
783,17031710400,1,1,1,0,0,0
784,17031710500,1,1,1,1,0,0
785,17031710600,1,1,1,0,1,1
786,17031710700,1,1,1,0,1,1
787,17031710800,1,1,1,1,1,1
788,17031710900,1,1,1,1,0,0
789,17031711000,1,1,1,0,1,1
790,17031711100,1,1,1,0,1,1
791,17031711200,0,1,1,1,1,1
792,17031711300,1,1,1,1,0,0
793,17031711400,1,1,1,1,0,1
794,17031711500,1,1,1,0,1,1
795,17031720100,0,0,0,1,0,0
796,17031720200,0,0,0,1,1,1
797,17031720300,0,0,0,1,1,1
798,17031720400,0,0,0,1,1,1
799,17031720500,0,0,0,1,1,1
800,17031720600,0,0,0,1,1,1
801,17031720700,0,0,0,1,1,1
802,17031730100,1,1,1,0,1,1
803,17031730201,1,1,1,1,0,0
804,17031730202,0,1,0,0,1,1
805,17031730300,1,1,1,1,0,0
806,17031730400,0,1,0,1,1,1
807,17031730500,1,1,1,1,1,1
808,17031730600,0,0,1,1,1,1
809,17031730700,1,1,1,1,1,1
810,17031740100,0,0,0,1,1,1
811,17031740200,0,0,0,1,1,1
812,17031740300,0,0,0,1,1,1
813,17031740400,0,0,0,1,1,1
814,17031750100,1,1,1,1,1,1
815,17031750200,0,0,0,1,1,1
816,17031750300,0,0,0,0,0,0
817,17031750400,0,0,0,1,1,1
818,17031750500,1,1,1,1,1,1
819,17031750600,1,1,1,1,1,1
820,17031760801,0,1,0,1,1,1
821,17031760802,0,1,0,0,0,0
822,17031760803,1,1,1,1,1,1
823,17031770201,0,0,0,1,1,1
824,17031770202,0,0,0,1,1,1
825,17031770300,0,0,0,1,1,1
826,17031770400,0,0,0,1,1,1
827,17031770500,1,1,1,1,1,1
828,17031770601,0,0,0,1,1,1
829,17031770602,1,1,1,1,1,1
830,17031770700,0,0,0,1,1,1
831,17031770800,0,1,1,1,1,1
832,17031770901,0,0,0,1,0,1
833,17031770902,0,0,0,1,1,1
834,17031800100,0,0,0,1,1,1
835,17031800200,0,0,0,1,1,1
836,17031800300,0,0,0,1,1,1
837,17031800400,0,0,0,1,1,1
838,17031800500,0,0,0,1,1,1
839,17031800600,0,0,0,1,1,1
840,17031800700,0,0,0,1,1,1
841,17031800800,0,0,0,1,1,1
842,17031800900,0,0,0,1,1,1
843,17031801000,0,0,0,1,1,1
844,17031801100,0,0,0,1,1,1
845,17031801200,0,0,0,1,1,1
846,17031801300,0,0,0,1,0,1
847,17031801400,0,0,0,1,1,1
848,17031801500,0,0,0,1,1,1
849,17031801601,0,0,0,1,1,1
850,17031801603,0,1,1,0,1,1
851,17031801605,0,0,0,1,1,1
852,17031801606,0,0,0,1,1,1
853,17031801607,0,0,0,1,1,1
854,17031801608,0,0,0,1,1,1
855,17031801701,0,0,0,1,1,1
856,17031801702,0,0,0,1,1,1
857,17031801800,0,0,0,1,1,1
858,17031801901,0,0,0,1,1,1
859,17031801902,0,0,0,1,1,1
860,17031802002,0,0,0,1,1,1
861,17031802003,0,0,0,1,1,1
862,17031802004,1,1,1,1,1,0
863,17031802100,0,0,0,1,1,1
864,17031802200,0,0,0,1,1,1
865,17031802300,0,0,0,1,1,1
866,17031802402,0,1,0,1,1,1
867,17031802403,0,0,0,0,1,1
868,17031802404,1,1,1,1,1,1
869,17031802503,0,0,0,1,1,1
870,17031802504,0,0,0,1,1,1
871,17031802505,0,1,1,1,1,1
872,17031802506,0,1,0,1,1,1
873,17031802605,0,0,0,1,1,1
874,17031802607,1,0,0,1,0,1
875,17031802608,0,0,0,1,1,1
876,17031802609,1,1,1,1,1,1
877,17031802610,0,0,0,1,1,1
878,17031802701,0,0,0,1,1,1
879,17031802702,0,0,0,1,1,1
880,17031802801,0,0,0,1,1,1
881,17031802802,0,0,0,1,1,1
882,17031802900,0,0,0,1,1,1
883,17031803005,0,0,0,1,1,1
884,17031803007,0,0,0,1,1,1
885,17031803008,0,0,0,1,1,1
886,17031803010,0,0,0,1,1,1
887,17031803012,0,0,0,0,0,0
888,17031803013,0,0,0,0,1,1
889,17031803014,0,0,0,1,1,1
890,17031803015,0,0,0,1,1,1
891,17031803016,0,0,0,1,1,1
892,17031803017,0,0,0,1,1,1
893,17031803100,0,0,0,1,1,1
894,17031803200,0,0,0,1,1,1
895,17031803300,0,0,0,1,1,1
896,17031803400,0,0,0,1,1,1
897,17031803500,0,0,0,1,1,1
898,17031803603,0,0,0,1,1,1
899,17031803604,0,0,0,1,1,1
900,17031803605,0,0,0,1,1,1
901,17031803606,1,1,1,1,0,1
902,17031803607,0,0,0,1,1,1
903,17031803608,0,0,0,1,1,1
904,17031803610,0,0,0,1,1,1
905,17031803611,1,1,1,1,1,1
906,17031803612,1,1,1,1,1,1
907,17031803701,0,0,0,1,1,1
908,17031803702,0,0,0,1,1,1
909,17031803800,0,0,0,1,1,1
910,17031803901,0,0,0,1,1,1
911,17031803902,0,0,0,1,1,1
912,17031804000,0,0,0,1,1,1
913,17031804102,0,0,0,1,1,1
914,17031804104,0,0,0,1,1,1
915,17031804105,0,0,0,1,1,1
916,17031804106,0,0,0,1,1,1
917,17031804108,0,0,0,1,1,1
918,17031804109,0,0,0,1,1,1
919,17031804201,0,0,0,1,1,1
920,17031804202,0,0,0,1,1,1
921,17031804305,0,0,0,1,1,1
922,17031804306,1,0,0,1,1,1
923,17031804308,0,0,0,1,1,1
924,17031804309,1,1,0,1,1,1
925,17031804310,0,0,0,1,1,1
926,17031804311,0,0,0,1,1,1
927,17031804403,0,0,0,1,1,1
928,17031804404,0,0,0,1,1,1
929,17031804405,1,1,1,1,1,1
930,17031804406,0,0,0,1,1,1
931,17031804505,0,0,0,1,1,1
932,17031804506,0,0,0,1,1,1
933,17031804507,0,0,0,1,1,1
934,17031804508,1,1,1,1,1,1
935,17031804509,0,0,0,1,1,1
936,17031804510,1,1,1,1,1,1
937,17031804511,0,1,1,1,1,1
938,17031804603,1,1,0,1,1,1
939,17031804606,0,0,0,1,1,1
940,17031804607,0,0,0,1,1,1
941,17031804608,0,0,0,1,1,1
942,17031804609,0,0,0,1,1,1
943,17031804610,0,0,0,1,1,1
944,17031804611,0,0,0,1,1,1
945,17031804701,0,0,0,1,1,1
946,17031804705,0,0,0,1,1,1
947,17031804706,0,0,0,1,1,1
948,17031804709,0,0,0,1,1,1
949,17031804710,0,0,0,1,1,1
950,17031804711,0,0,0,1,1,1
951,17031804712,0,0,0,1,1,1
952,17031804713,0,0,0,1,1,1
953,17031804714,0,0,0,1,1,1
954,17031804715,1,0,1,0,1,0
955,17031804716,0,0,0,1,1,1
956,17031804803,0,0,0,1,1,1
957,17031804804,0,0,0,1,1,1
958,17031804805,0,0,0,1,1,1
959,17031804806,0,0,0,1,1,1
960,17031804807,0,0,0,1,1,1
961,17031804808,0,0,0,1,1,1
962,17031804809,0,0,0,1,1,1
963,17031804810,0,0,0,1,1,1
964,17031804901,0,0,0,1,1,1
965,17031804902,0,0,0,1,1,1
966,17031805001,0,0,0,1,1,1
967,17031805002,1,1,1,0,0,0
968,17031805105,1,1,1,1,1,1
969,17031805106,0,0,0,1,1,1
970,17031805107,0,0,1,1,1,1
971,17031805108,0,0,1,1,0,0
972,17031805109,0,0,0,1,1,1
973,17031805110,0,0,0,1,1,1
974,17031805111,1,0,1,1,1,1
975,17031805112,0,0,0,1,1,1
976,17031805201,0,0,0,1,1,1
977,17031805202,0,0,0,1,1,1
978,17031805301,0,0,0,0,0,1
979,17031805302,0,0,0,1,1,1
980,17031805401,0,0,0,1,1,1
981,17031805402,0,0,0,1,0,1
982,17031805501,0,0,0,1,1,1
983,17031805502,0,0,0,1,0,1
984,17031805600,0,0,0,1,1,1
985,17031805701,0,0,0,1,1,1
986,17031805702,0,0,0,0,0,0
987,17031805801,0,0,0,1,1,1
988,17031805802,0,0,0,1,1,1
989,17031805901,0,0,0,1,1,1
990,17031805902,0,0,0,1,1,1
991,17031806001,1,0,1,1,1,1
992,17031806002,1,0,1,1,1,1
993,17031806003,0,0,0,1,1,1
994,17031806004,1,1,1,0,0,0
995,17031806102,0,0,0,1,1,1
996,17031806103,0,0,0,1,1,1
997,17031806104,1,1,1,1,1,1
998,17031806201,0,0,1,0,0,0
999,17031806202,0,0,0,1,1,1
1000,17031806300,0,0,0,1,1,1
1001,17031806400,0,0,0,1,1,1
1002,17031806501,1,1,1,1,0,0
1003,17031806502,0,0,0,1,1,1
1004,17031806600,0,0,0,1,1,1
1005,17031806700,0,0,0,1,1,1
1006,17031806801,0,0,0,1,1,1
1007,17031806802,0,0,0,1,1,1
1008,17031806900,0,0,0,1,1,1
1009,17031807000,0,1,1,1,1,1
1010,17031807100,0,0,0,1,1,1
1011,17031807200,0,0,0,1,1,1
1012,17031807300,0,0,0,1,1,1
1013,17031807400,0,0,1,0,0,0
1014,17031807500,0,0,0,0,0,0
1015,17031807600,0,0,0,1,0,1
1016,17031807700,0,1,0,1,1,1
1017,17031807800,0,0,0,1,1,1
1018,17031807900,0,0,0,1,1,1
1019,17031808001,0,0,0,1,1,1
1020,17031808002,0,0,0,1,1,1
1021,17031808100,0,0,0,1,1,1
1022,17031808200,0,0,0,1,1,1
1023,17031808301,0,0,0,1,1,1
1024,17031808302,0,0,0,1,1,1
1025,17031808400,0,0,0,1,1,1
1026,17031808500,0,0,0,1,1,1
1027,17031808600,0,0,0,1,1,1
1028,17031808702,1,1,1,1,1,1
1029,17031808800,0,0,0,1,1,1
1030,17031808900,0,0,0,1,1,1
1031,17031809000,0,0,0,1,1,1
1032,17031809100,0,0,0,1,1,1
1033,17031809200,0,1,1,1,1,1
1034,17031809300,1,1,1,1,1,1
1035,17031809400,0,1,1,0,0,0
1036,17031809500,0,0,1,1,1,0
1037,17031809600,0,0,0,1,1,1
1038,17031809700,0,0,0,0,1,0
1039,17031809800,0,0,0,0,0,0
1040,17031809900,0,0,0,0,0,0
1041,17031810000,0,0,0,1,1,1
1042,17031810100,0,0,0,0,0,0
1043,17031810200,1,1,1,1,1,1
1044,17031810301,0,0,0,1,1,1
1045,17031810302,0,0,0,1,1,1
1046,17031810400,0,0,0,1,1,1
1047,17031810501,0,0,0,1,1,1
1048,17031810502,0,0,0,1,1,1
1049,17031810600,0,1,1,0,0,0
1050,17031810701,1,1,1,0,1,1
1051,17031810702,0,0,0,1,1,0
1052,17031810800,0,0,0,1,1,1
1053,17031810900,0,1,1,0,0,0
1054,17031811000,0,0,0,1,1,1
1055,17031811100,1,1,1,0,0,0
1056,17031811200,1,0,0,1,1,1
1057,17031811301,0,0,0,1,1,1
1058,17031811302,1,1,1,1,1,1
1059,17031811401,0,0,0,0,0,0
1060,17031811402,0,0,0,1,1,1
1061,17031811500,0,0,0,1,1,1
1062,17031811600,0,1,1,1,1,1
1063,17031811701,1,1,0,1,1,1
1064,17031811702,1,0,1,1,1,1
1065,17031811800,0,0,0,1,1,1
1066,17031811900,0,0,0,1,1,1
1067,17031812000,0,0,0,1,1,1
1068,17031812100,0,0,0,1,1,1
1069,17031812200,0,0,0,1,1,1
1070,17031812301,0,0,0,1,1,1
1071,17031812302,0,0,0,1,1,1
1072,17031812400,0,0,0,1,1,1
1073,17031812500,0,0,0,0,0,0
1074,17031812600,0,0,0,0,0,0
1075,17031812700,0,0,0,1,1,0
1076,17031812801,0,0,0,0,0,0
1077,17031812802,0,0,0,1,1,0
1078,17031812900,0,0,0,0,0,0
1079,17031813000,0,0,0,1,1,1
1080,17031813100,0,0,0,1,1,1
1081,17031813200,0,0,0,0,0,0
1082,17031813301,1,1,1,1,0,0
1083,17031813302,1,1,1,1,0,0
1084,17031813400,1,1,1,0,0,0
1085,17031813500,0,1,1,0,0,0
1086,17031813600,1,1,1,0,0,0
1087,17031813701,1,1,1,0,0,0
1088,17031813702,1,1,1,0,0,0
1089,17031813801,1,1,1,0,0,0
1090,17031813802,1,1,1,0,0,0
1091,17031813900,1,1,1,0,0,0
1092,17031814000,1,1,1,1,0,0
1093,17031814100,1,1,1,0,0,0
1094,17031814200,1,1,1,0,0,0
1095,17031814300,1,1,1,1,1,1
1096,17031814400,0,1,1,1,1,1
1097,17031814500,1,0,0,1,1,1
1098,17031814600,1,1,1,0,0,0
1099,17031814700,1,0,0,0,0,0
1100,17031814800,0,0,0,0,0,0
1101,17031814900,1,1,0,0,0,0
1102,17031815000,1,1,1,0,0,0
1103,17031815100,1,1,1,0,0,0
1104,17031815200,1,1,1,1,0,1
1105,17031815300,0,0,0,1,1,1
1106,17031815400,0,0,0,1,0,0
1107,17031815500,1,0,1,1,1,1
1108,17031815600,0,0,0,1,1,1
1109,17031815701,0,0,0,1,1,1
1110,17031815702,0,0,0,1,1,1
1111,17031815800,0,0,0,1,1,1
1112,17031815900,1,0,0,1,1,0
1113,17031816000,0,0,0,1,1,1
1114,17031816100,0,0,0,1,0,0
1115,17031816200,1,0,1,1,1,1
1116,17031816300,0,0,0,0,0,0
1117,17031816401,1,1,1,0,0,0
1118,17031816402,1,1,1,0,0,0
1119,17031816500,1,1,1,1,1,1
1120,17031816600,1,1,1,1,1,1
1121,17031816700,1,1,1,1,1,1
1122,17031816800,1,0,0,1,1,1
1123,17031816900,0,0,1,1,1,1
1124,17031817000,0,0,0,1,1,1
1125,17031817101,0,1,1,0,1,1
1126,17031817102,1,1,1,1,1,1
1127,17031817200,1,1,1,1,1,1
1128,17031817300,1,1,1,1,1,1
1129,17031817400,0,0,1,1,1,1
1130,17031817500,1,1,1,0,0,1
1131,17031817600,1,1,1,1,1,1
1132,17031817700,0,1,0,1,1,1
1133,17031817900,0,0,1,1,1,1
1134,17031818000,1,0,0,1,1,1
1135,17031818100,0,0,0,1,1,1
1136,17031818200,0,0,0,1,1,1
1137,17031818300,0,1,1,1,1,1
1138,17031818401,0,0,0,1,1,1
1139,17031818402,0,0,0,1,1,1
1140,17031818500,0,0,0,1,1,1
1141,17031818600,0,0,0,1,1,1
1142,17031818700,0,0,0,1,1,1
1143,17031818800,0,0,0,1,1,1
1144,17031818900,0,0,0,1,1,1
1145,17031819000,0,0,0,1,1,1
1146,17031819100,0,0,0,1,1,1
1147,17031819200,0,1,0,1,1,1
1148,17031819300,0,0,0,1,1,1
1149,17031819400,0,0,0,1,1,1
1150,17031819500,0,0,0,1,1,1
1151,17031819600,0,0,0,1,1,1
1152,17031819700,0,0,0,1,1,1
1153,17031819801,0,0,0,1,1,1
1154,17031819802,0,0,0,1,1,1
1155,17031819900,0,0,0,1,1,1
1156,17031820000,0,0,0,1,1,1
1157,17031820101,0,0,0,1,1,1
1158,17031820103,0,0,0,1,1,1
1159,17031820104,0,0,0,1,1,1
1160,17031820201,0,0,0,1,1,1
1161,17031820202,0,1,1,1,1,1
1162,17031820300,1,1,1,1,1,1
1163,17031820400,1,1,1,1,1,1
1164,17031820501,0,0,0,1,1,1
1165,17031820502,0,0,1,1,1,1
1166,17031820603,0,0,1,1,1,1
1167,17031820604,1,1,1,1,1,1
1168,17031820605,1,1,1,1,1,1
1169,17031820606,0,0,0,1,1,1
1170,17031820700,0,1,0,1,1,1
1171,17031820800,0,0,0,1,1,1
1172,17031820901,1,1,1,1,1,1
1173,17031820902,0,0,0,1,1,1
1174,17031821001,0,0,0,1,1,1
1175,17031821002,0,0,0,1,1,1
1176,17031821101,0,0,1,1,1,1
1177,17031821102,1,0,0,1,1,1
1178,17031821200,1,1,1,1,1,1
1179,17031821300,1,1,1,1,1,0
1180,17031821401,1,1,1,1,1,1
1181,17031821402,0,1,0,1,1,1
1182,17031821500,1,1,1,1,1,1
1183,17031821600,0,0,0,1,1,1
1184,17031821700,0,0,0,1,1,1
1185,17031821800,0,0,0,1,1,1
1186,17031821900,0,0,0,1,1,1
1187,17031822000,0,0,1,1,1,1
1188,17031822101,0,0,0,0,1,1
1189,17031822102,0,0,0,0,1,1
1190,17031822200,0,0,0,1,1,1
1191,17031822301,0,0,0,1,1,1
1192,17031822302,0,0,0,1,1,1
1193,17031822400,0,1,1,1,1,1
1194,17031822500,0,0,0,1,1,1
1195,17031822601,0,0,0,1,1,1
1196,17031822602,0,0,0,1,1,1
1197,17031822701,0,0,0,1,1,1
1198,17031822702,0,0,1,0,0,1
1199,17031822801,0,0,0,1,0,0
1200,17031822802,0,0,0,1,1,1
1201,17031822900,0,0,0,0,0,0
1202,17031823001,1,1,1,1,1,1
1203,17031823002,0,1,1,1,1,1
1204,17031823101,0,0,1,1,1,1
1205,17031823102,0,1,0,0,0,1
1206,17031823200,0,0,0,1,1,1
1207,17031823302,0,0,1,1,1,1
1208,17031823303,0,1,1,1,1,1
1209,17031823304,1,1,1,1,1,1
1210,17031823400,0,1,1,1,1,1
1211,17031823500,1,1,1,0,0,0
1212,17031823602,0,0,0,1,1,1
1213,17031823603,1,1,1,1,1,1
1214,17031823604,0,0,0,1,1,1
1215,17031823605,0,0,0,1,1,1
1216,17031823702,0,1,1,1,1,1
1217,17031823703,1,1,1,1,1,1
1218,17031823704,0,0,0,1,1,1
1219,17031823705,0,1,1,1,1,1
1220,17031823801,0,0,0,1,0,0
1221,17031823803,0,0,0,1,1,1
1222,17031823805,0,0,0,1,1,1
1223,17031823806,1,1,1,1,1,1
1224,17031823901,0,0,0,1,1,1
1225,17031823903,0,0,0,1,1,1
1226,17031823904,0,0,0,1,1,1
1227,17031824003,0,0,0,1,1,1
1228,17031824004,0,0,0,1,1,1
1229,17031824005,0,0,0,1,1,1
1230,17031824006,0,0,0,1,1,1
1231,17031824105,0,0,0,1,1,1
1232,17031824106,0,0,0,1,1,1
1233,17031824107,0,0,0,1,1,1
1234,17031824108,0,0,0,1,1,1
1235,17031824113,0,0,0,1,1,1
1236,17031824114,0,0,0,1,1,1
1237,17031824115,0,0,0,1,1,1
1238,17031824116,0,1,0,1,1,1
1239,17031824117,0,0,0,1,1,1
1240,17031824119,0,0,0,1,1,1
1241,17031824120,0,0,0,1,1,1
1242,17031824121,0,0,0,1,1,1
1243,17031824122,0,0,0,1,1,1
1244,17031824123,0,0,0,1,1,1
1245,17031824300,1,1,1,1,1,1
1246,17031824400,0,1,1,1,1,1
1247,17031824503,0,0,0,1,1,1
1248,17031824505,0,0,0,1,1,1
1249,17031824506,0,0,0,1,1,1
1250,17031824507,0,0,0,1,1,1
1251,17031824601,0,0,0,1,1,1
1252,17031824602,0,0,0,1,1,1
1253,17031824701,0,0,0,0,0,0
1254,17031824702,1,1,0,1,1,1
1255,17031824800,1,1,1,1,1,1
1256,17031824900,0,0,1,1,1,1
1257,17031825000,0,0,0,1,1,1
1258,17031825200,0,0,0,1,1,1
1259,17031825302,0,0,1,1,1,1
1260,17031825303,0,1,0,1,1,1
1261,17031825304,0,0,0,1,1,1
1262,17031825400,0,0,0,1,1,1
1263,17031825501,0,0,0,1,1,1
1264,17031825503,0,1,0,1,1,1
1265,17031825504,1,1,1,1,1,1
1266,17031825505,0,1,1,1,1,1
1267,17031825600,1,1,1,1,1,1
